#
#--------LOG from Wed 11 Nov 2015 at 11h:10m:20s ---------
#
1447261811	 200004.00
1447261817	 200004.00
1447261822	 200004.00
1447261828	 200004.00
1447261833	 200004.00
1447261838	 200004.00
1447261843	 200004.00
1447261848	 200004.00
1447261854	 200004.00
1447261859	 200004.00
1447261864	 200004.00
1447261870	 200004.00
1447261875	 200004.00
1447261880	 200004.00
1447261885	 200004.00
1447261891	 200004.00
1447261896	 200004.00
1447261901	 200004.00
1447261907	 200004.00
1447261913	 200004.00
1447261918	 200004.00
1447261923	 200004.00
1447261928	 200004.00
1447261934	 200004.00
1447261939	 200004.00
1447261944	 200004.00
1447261949	 200004.00
1447261954	 200004.00
1447261959	 200004.00
1447261964	 200004.00
1447261969	 200004.00
1447261975	 200004.00
1447261980	 200004.00
1447261985	 200004.00
1447261991	 200004.00
1447261996	 200004.00
1447262001	 200004.00
1447262006	 200004.00
1447262012	 200004.00
1447262017	 200004.00
1447262022	 200004.00
1447262027	 200004.00
1447262033	 200004.00
1447262038	 200004.00
1447262044	 200004.00
1447262049	 200004.00
1447262054	 200004.00
1447262059	 200004.00
1447262064	 200004.00
1447262070	 200004.00
1447262075	 200004.00
1447262080	 200004.00
1447262085	 200004.00
1447262091	 200004.00
1447262096	 200004.00
1447262101	 200004.00
1447262107	 200004.00
1447262112	 200004.00
1447262118	 200004.00
1447262123	 200004.00
1447262128	 200004.00
1447262133	 200004.00
1447262138	 200004.00
1447262144	 200004.00
1447262149	 200004.00
1447262154	 200004.00
1447262159	 200004.00
1447262164	 200004.00
1447262170	 200004.00
1447262175	 200004.00
1447262180	 200004.00
1447262186	 200004.00
1447262191	 200004.00
1447262196	 200004.00
1447262201	 200004.00
1447262207	 200004.00
1447262212	 200004.00
1447262217	 200004.00
1447262222	 200004.00
1447262228	 200004.00
1447262233	 200004.00
1447262238	 200004.00
1447262243	 200004.00
1447262248	 200004.00
1447262254	 200004.00
1447262259	 200004.00
1447262265	 200004.00
1447262270	 200004.00
1447262275	 200004.00
1447262281	 200004.00
1447262286	 200004.00
1447262291	 200004.00
1447262296	 200004.00
1447262301	 200004.00
1447262307	 200004.00
1447262312	 200004.00
1447262318	 200004.00
1447262323	 200004.00
1447262328	 200004.00
1447262334	 200004.00
1447262339	 200004.00
1447262344	 200004.00
1447262350	 200004.00
1447262355	 200004.00
1447262360	 200004.00
1447262366	 200004.00
1447262371	 200004.00
1447262377	 200004.00
1447262382	 200004.00
1447262387	 200004.00
1447262392	 200004.00
1447262397	 200004.00
1447262402	 200004.00
1447262407	 200004.00
1447262412	 200004.00
1447262418	 200004.00
1447262423	 200004.00
1447262428	 200004.00
1447262433	 200004.00
1447262438	 200004.00
1447262444	 200004.00
1447262449	 200004.00
1447262455	 200004.00
1447262460	 200004.00
1447262466	 200004.00
1447262471	 200004.00
1447262476	 200004.00
1447262482	 200004.00
1447262487	 200004.00
1447262492	 200004.00
1447262498	 200004.00
1447262503	 200004.00
1447262508	 200004.00
1447262514	 200004.00
1447262519	 200004.00
1447262524	 200004.00
1447262530	 200004.00
1447262535	 200004.00
1447262540	 200004.00
1447262545	 200004.00
1447262551	 200004.00
1447262557	 200004.00
1447262562	 200004.00
1447262568	 200004.00
1447262573	 200004.00
